participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.P1_1,player.P2_1,player.P3_1,player.P4_1,player.benef_2,player.P1_2,player.P2_2,player.P3_2,player.P4_2,player.benef_3,player.P1_3,player.P2_3,player.P3_3,player.P4_3,player.benef_4,player.P1_4,player.P2_4,player.P3_4,player.P4_4,player.benef_5,player.P1_5,player.P2_5,player.P3_5,player.P4_5,player.benef_6,player.P1_6,player.P2_6,player.P3_6,player.P4_6,player.benef_7,player.P1_7,player.P2_7,player.P3_7,player.P4_7,player.benef_8,player.P1_8,player.P2_8,player.P3_8,player.P4_8,player.benef_9,player.P1_9,player.P2_9,player.P3_9,player.P4_9,player.benef_10,player.P1_10,player.P2_10,player.P3_10,player.P4_10,player.benef_11,player.P1_11,player.P2_11,player.P3_11,player.P4_11,player.benef_12,player.P1_12,player.P2_12,player.P3_12,player.P4_12,player.benef_13,player.P1_13,player.P2_13,player.P3_13,player.P4_13,player.benef_14,player.P1_14,player.P2_14,player.P3_14,player.P4_14,player.benef_15,player.P1_15,player.P2_15,player.P3_15,player.P4_15,player.benef_16,player.P1_16,player.P2_16,player.P3_16,player.P4_16,player.benef_17,player.P1_17,player.P2_17,player.P3_17,player.P4_17,player.benef_18,player.P1_18,player.P2_18,player.P3_18,player.P4_18,player.benef_19,player.P1_19,player.P2_19,player.P3_19,player.P4_19,player.benef_20,player.points,player.payoff2,player.first_benef,player.P1_initial,player.P2_initial,player.P3_initial,player.P4_initial,player.first_income,player.number,player.id_group,player.exclusion,player.inclusion,player.own_team,player.other_team,player.fair,player.fair_benef,player.fair_benef_own,player.fair_benef_other,player.rejected,player.happy,player.well_being,player.colour,player.position,player.initial,player.first_role,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
61,dm69x4rr,60e876e5d3a43d48cabc5bbf,0,114,115,dictator,submission_prolific,2022-01-30 21:09:37.636787,1,,,0.0,61,,0.0,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,10,,3,0,0,2,0,0,2,17,1,4,,,5,4,,,4,9,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
62,f1oc3yvg,617232a11d494debdf0fd605,0,114,115,dictator,submission_prolific,2022-01-30 21:10:17.608068,1,,,0.0,62,,0.0,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,8,,3,0,0,2,0,2,3,17,2,4,,,5,5,,,4,9,9,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
63,xu82j2wi,60ff0a524ac69866d65d2c3d,0,114,115,dictator,submission_prolific,2022-01-30 21:10:31.849648,1,,,0.0,63,,0.0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,10,,1,2,0,0,0,0,3,18,4,2,,,2,2,,,3,7,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
64,5cvtkvvu,612cee0c062a190674f1307f,0,114,115,dictator,submission_prolific,2022-01-30 21:10:42.398743,1,,,0.0,64,,0.0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,8,,1,2,0,0,0,0,4,18,2,4,,,3,3,,,4,7,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
65,395rw8i6,61242a20817c1d12dfe8ab12,0,114,115,dictator,submission_prolific,2022-01-30 21:11:16.535797,1,,,0.0,65,,0.0,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,0,1,0,3,0,1,0,0,2,10,,3,0,0,2,0,0,4,17,3,2,,,4,4,,,5,5,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
66,5mzktntr,5fecc1aaadaa09e9d38a3cb0,0,114,115,dictator,submission_prolific,2022-01-30 21:11:19.568707,1,,,0.0,66,,0.0,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,8,,2,0,2,0,0,2,2,19,2,4,,,4,4,,,3,7,5,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
67,sgctwzqv,614a88504af7e43f14e8dd35,0,114,115,dictator,submission_prolific,2022-01-30 21:11:41.014658,1,,,0.0,67,,0.0,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,10,,4,0,0,0,2,0,1,20,3,3,,,3,3,,,2,0,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
68,4695p78d,5dc1e42d031ed614e11366ee,0,114,115,dictator,submission_prolific,2022-01-30 21:11:42.720740,1,,,0.0,68,,0.0,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,8,,2,0,2,0,0,0,3,19,4,4,,,4,4,,,3,8,7,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
69,zphsa2rt,5e33837fa617e535a5be85a7,0,114,115,dictator,submission_prolific,2022-01-30 21:11:42.741317,1,,,0.0,69,,0.0,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,12,,2,0,2,0,0,0,4,19,2,3,,,4,4,,,5,6,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
70,c172k5kk,5eb5fc1f998c504f09656ba8,0,114,115,dictator,submission_prolific,2022-01-30 21:11:42.904851,1,,,0.0,70,,0.0,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,10,,4,0,0,0,2,0,2,20,3,3,,,5,5,,,3,7,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
71,sq72vvym,610164f46b97cc39fd1d9a45,0,114,115,dictator,submission_prolific,2022-01-30 21:11:44.274330,1,,,0.0,71,,0.0,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,10,,4,0,0,0,2,0,3,20,4,2,,,3,3,,,2,5,4,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
72,tgijg5ml,5e3afde82f2188000aa8e7c9,0,114,115,dictator,submission_prolific,2022-01-30 21:12:13.718790,1,,,0.0,72,,0.0,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,8,,4,0,0,0,2,2,4,20,1,5,,,4,4,,,5,5,5,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
73,xp2ef9f9,5e11fc3a76f45086a608f9bd,0,114,115,dictator,submission_prolific,2022-01-30 21:12:19.990666,1,,,0.0,73,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,10,,4,0,0,0,2,0,1,27,4,2,,,2,3,,,2,6,4,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
74,mq1ozds9,614b831d7edb7798f13d2509,0,114,115,dictator,submission_prolific,2022-01-30 21:13:01.809255,1,,,0.0,74,,0.0,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,18,,2,0,2,0,0,0,1,21,2,4,,,3,3,,,4,6,6,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
75,162eaf0z,5e9ccdb28e7d581f1b4960de,0,114,115,dictator,submission_prolific,2022-01-30 21:13:04.224353,1,,,0.0,75,,0.0,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,,2,0,2,0,0,2,2,21,5,1,,,1,2,,,2,5,5,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
76,ye85pab9,60ac9b8ff8de9f4bdb4dc479,0,114,115,dictator,submission_prolific,2022-01-30 21:13:19.432523,1,,,0.0,76,,0.0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,8,,3,0,0,2,0,0,1,22,4,2,,,4,4,,,2,7,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
77,nilkzghe,610085d607a6461fceaec758,0,114,115,dictator,submission_prolific,2022-01-30 21:13:20.271708,1,,,0.0,77,,0.0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,10,,3,0,0,2,0,0,2,22,2,4,,,4,4,,,4,7,6,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
78,zkb9d4nr,5a78f57a2a842c0001fc43db,0,114,115,dictator,submission_prolific,2022-01-30 21:13:24.439911,1,,,0.0,78,,0.0,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,18,,2,0,2,0,0,0,3,21,1,4,,,2,2,,,5,5,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
79,58f22sq3,6108958e38de9bdc11f444c7,0,114,115,dictator,submission_prolific,2022-01-30 21:13:25.593692,1,,,0.0,79,,0.0,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,2,,2,0,2,0,0,0,4,21,4,2,,,2,2,,,2,5,3,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
80,9w3g9w86,60fe1c304865ae1ed8685dcb,0,114,115,dictator,submission_prolific,2022-01-30 21:13:38.059926,1,,,0.0,80,,0.0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,8,,3,0,0,2,0,2,3,22,2,4,,,4,4,,,4,5,5,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
81,1ohwzif5,61317e73d02a20f7faba04ef,0,114,115,dictator,submission_prolific,2022-01-30 21:13:47.594047,1,,,0.0,81,,0.0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,12,,3,0,0,2,0,0,4,22,3,4,,,4,4,,,4,7,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
82,w0dpbusd,5f50500950ebb81cfa392427,0,114,115,dictator,submission_prolific,2022-01-30 21:14:03.353058,1,,,0.0,82,,0.0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,12,,3,0,0,2,0,0,1,24,2,5,,,4,5,,,5,8,8,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
83,xw1jmxqd,5efd4b214f972918f9f4b827,0,114,115,dictator,submission_prolific,2022-01-30 21:14:16.179304,1,,,0.0,83,,0.0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,10,,3,0,0,2,0,0,2,24,2,4,,,3,3,,,5,5,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
84,7ffn3o2v,6172fa9eaaef2c328108a9b9,0,3,115,start_cont,comprehension_test,2022-01-30 21:14:16.782568,1,,,0.0,84,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,10,,3,0,0,2,0,0,1,23,,,,,,,,,,,,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
85,u2breqye,606b197a43dfda2edcd80803,0,114,115,dictator,submission_prolific,2022-01-30 21:14:25.802456,1,,,0.0,85,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,10,,3,0,0,2,0,0,2,23,3,3,,,4,3,,,4,7,3,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
86,2fr392sr,6009eee6721c400d92d4cd39,0,64,115,exclusion_control,Introduction,2022-01-30 21:14:34.099033,1,,,0.0,86,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,10,,3,0,0,2,0,2,3,23,,,,,,,,,,,,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
87,lfa4w1er,6111122d4d0fad272b805eba,0,114,115,dictator,submission_prolific,2022-01-30 21:15:10.651510,1,,,0.0,87,,0.0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,8,,3,0,0,2,0,2,3,24,2,4,,,4,4,,,3,6,7,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
88,63yhw6d8,5c2cca7e89f035000175b9e6,0,64,115,exclusion_control,Introduction,2022-01-30 21:15:32.617038,1,,,0.0,88,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,8,,3,0,0,2,0,0,4,23,,,,,,,,,,,,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
89,wzpq0c90,5aae3c75fb22320001baa633,0,114,115,dictator,submission_prolific,2022-01-30 21:15:43.313687,1,,,0.0,89,,0.0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,1,0,0,0,1,0,0,0,1,4,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,8,,3,0,0,2,0,0,4,24,3,3,,,2,2,,,4,8,5,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
90,qwsxxm9c,5c630bf6787ee80001ffb964,0,114,115,dictator,submission_prolific,2022-01-30 21:15:52.381469,1,,,0.0,90,,0.0,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,10,,3,0,0,2,0,0,1,25,2,4,,,4,4,,,5,8,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
91,vso4a1cp,6112b77d1b334bdbef0a4e1b,0,114,115,dictator,submission_prolific,2022-01-30 21:15:59.201893,1,,,0.0,91,,0.0,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,10,,3,0,0,2,0,0,2,25,2,4,,,5,5,,,4,8,10,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
92,r0s4n8xe,6141658172d1ff08d9a59612,0,114,115,dictator,submission_prolific,2022-01-30 21:15:59.902126,1,,,0.0,92,,0.0,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,8,,3,0,0,2,0,2,3,25,1,5,,,5,5,,,5,2,5,Green,Beneficiary,,,1,1,u1vjsq99,,,,,0
93,vycp1fw7,5f35ea51f0cfd606d35d01e5,0,114,115,dictator,submission_prolific,2022-01-30 21:16:11.696054,1,,,0.0,93,,0.0,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,10,,3,0,0,2,0,0,4,25,1,5,,,5,5,,,4,8,7,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
94,h8y297az,614e16143f7ba19d39637115,0,114,115,dictator,submission_prolific,2022-01-30 21:16:37.504950,1,,,0.0,94,,0.0,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,18,,4,0,0,0,2,0,1,26,3,4,,,2,2,,,3,7,5,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
95,4p3e6627,60fdd0fcfe014bad15ad089a,0,114,115,dictator,submission_prolific,2022-01-30 21:16:52.839419,1,,,0.0,95,,0.0,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,2,,4,0,0,0,2,0,2,26,5,2,,,2,2,,,2,4,1,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
96,nswjtljq,60fefe76788cef38c86957ae,0,114,115,dictator,submission_prolific,2022-01-30 21:17:15.042997,1,,,0.0,96,,0.0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,0,1,4,0,1,0,0,2,0,0,1,0,3,0,0,0,1,4,0,0,1,0,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,1,4,8,,4,0,0,0,2,0,2,27,5,1,,,1,1,,,2,2,0,Purple,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
97,0ch10biv,61646440e23df0a1ad5c5036,0,114,115,dictator,submission_prolific,2022-01-30 21:17:23.201952,1,,,0.0,97,,0.0,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,18,,4,0,0,0,2,0,3,26,2,4,,,2,2,,,5,8,6,Green,Non-beneficiary,,,1,1,u1vjsq99,,,,,0
98,8xdayk9b,5d1684b485233900157040d6,0,114,115,dictator,submission_prolific,2022-01-30 21:17:50.493038,1,,,0.0,98,,0.0,0,1,0,0,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,3,1,0,0,0,1,0,,4,0,0,0,2,2,4,26,5,1,,,1,1,,,2,2,3,Purple,Beneficiary,,,1,1,u1vjsq99,,,,,0
