session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
hikvixuh,16,inqen719,1,start_1,MyPage,1643056438,1,0,0
hikvixuh,17,4h3hpeg8,1,start_1,MyPage,1643056440,1,0,0
hikvixuh,13,m4zsf2pd,2,start,GBAT,1643056440,1,0,1
hikvixuh,15,ck0a1yo2,2,start,GBAT,1643056440,1,0,1
hikvixuh,16,inqen719,2,start,GBAT,1643056440,1,0,1
hikvixuh,17,4h3hpeg8,2,start,GBAT,1643056440,1,0,1
hikvixuh,8,qsnw5xbp,36,captcha_quiz_a,Transcribe,1643056441,16,0,0
hikvixuh,2,q3vvrggo,52,captcha_quiz_a,Transcribe,1643056441,24,0,0
hikvixuh,6,k4ijpaz2,34,captcha_quiz_a,Transcribe,1643056442,15,0,0
hikvixuh,14,4aj23ncq,12,captcha_quiz_a,Transcribe,1643056443,4,0,0
hikvixuh,9,4f2j4znn,16,captcha_quiz_a,Transcribe,1643056444,6,0,0
hikvixuh,11,haot0ifr,12,captcha_quiz_a,Transcribe,1643056444,4,0,0
hikvixuh,8,qsnw5xbp,38,captcha_quiz_a,Transcribe,1643056445,17,0,0
hikvixuh,2,q3vvrggo,54,captcha_quiz_a,Transcribe,1643056446,25,0,0
hikvixuh,1,1psi9n3s,65,captcha_quiz_a,Wait_for_timer,1643056446,30,1,0
hikvixuh,14,4aj23ncq,14,captcha_quiz_a,Transcribe,1643056448,5,0,0
hikvixuh,11,haot0ifr,14,captcha_quiz_a,Transcribe,1643056449,5,0,0
hikvixuh,9,4f2j4znn,18,captcha_quiz_a,Transcribe,1643056449,7,0,0
hikvixuh,6,k4ijpaz2,36,captcha_quiz_a,Transcribe,1643056449,16,0,0
hikvixuh,17,4h3hpeg8,3,start_cont,MyPage,1643056450,1,0,0
hikvixuh,2,q3vvrggo,56,captcha_quiz_a,Transcribe,1643056450,26,0,0
hikvixuh,12,garvooob,3,start_cont,MyPage,1643056452,1,0,0
hikvixuh,11,haot0ifr,16,captcha_quiz_a,Transcribe,1643056453,6,0,0
hikvixuh,9,4f2j4znn,20,captcha_quiz_a,Transcribe,1643056453,8,0,0
hikvixuh,8,qsnw5xbp,40,captcha_quiz_a,Transcribe,1643056454,18,0,0
hikvixuh,14,4aj23ncq,16,captcha_quiz_a,Transcribe,1643056454,6,0,0
hikvixuh,2,q3vvrggo,58,captcha_quiz_a,Transcribe,1643056455,27,0,0
hikvixuh,6,k4ijpaz2,38,captcha_quiz_a,Transcribe,1643056455,17,0,0
hikvixuh,11,haot0ifr,18,captcha_quiz_a,Transcribe,1643056458,7,0,0
hikvixuh,2,q3vvrggo,60,captcha_quiz_a,Transcribe,1643056459,28,0,0
hikvixuh,9,4f2j4znn,22,captcha_quiz_a,Transcribe,1643056459,9,0,0
hikvixuh,14,4aj23ncq,18,captcha_quiz_a,Transcribe,1643056460,7,0,0
hikvixuh,8,qsnw5xbp,42,captcha_quiz_a,Transcribe,1643056461,19,0,0
hikvixuh,11,haot0ifr,20,captcha_quiz_a,Transcribe,1643056463,8,0,0
hikvixuh,9,4f2j4znn,24,captcha_quiz_a,Transcribe,1643056464,10,0,0
hikvixuh,2,q3vvrggo,62,captcha_quiz_a,Transcribe,1643056465,29,0,0
hikvixuh,16,inqen719,3,start_cont,MyPage,1643056465,1,0,0
hikvixuh,17,4h3hpeg8,4,start_cont,effort,1643056466,1,0,0
hikvixuh,8,qsnw5xbp,44,captcha_quiz_a,Transcribe,1643056466,20,0,0
hikvixuh,14,4aj23ncq,20,captcha_quiz_a,Transcribe,1643056466,8,0,0
hikvixuh,9,4f2j4znn,26,captcha_quiz_a,Transcribe,1643056468,11,0,0
hikvixuh,2,q3vvrggo,64,captcha_quiz_a,Transcribe,1643056469,30,0,0
hikvixuh,11,haot0ifr,22,captcha_quiz_a,Transcribe,1643056470,9,0,0
hikvixuh,9,4f2j4znn,28,captcha_quiz_a,Transcribe,1643056473,12,0,0
hikvixuh,11,haot0ifr,24,captcha_quiz_a,Transcribe,1643056473,10,0,0
hikvixuh,14,4aj23ncq,22,captcha_quiz_a,Transcribe,1643056474,9,0,0
hikvixuh,12,garvooob,4,start_cont,effort,1643056475,1,0,0
hikvixuh,13,m4zsf2pd,3,start_cont,MyPage,1643056477,1,0,0
hikvixuh,9,4f2j4znn,30,captcha_quiz_a,Transcribe,1643056477,13,0,0
hikvixuh,14,4aj23ncq,24,captcha_quiz_a,Transcribe,1643056478,10,0,0
hikvixuh,9,4f2j4znn,32,captcha_quiz_a,Transcribe,1643056480,14,0,0
hikvixuh,11,haot0ifr,26,captcha_quiz_a,Transcribe,1643056481,11,0,0
hikvixuh,10,a6tv4yc9,3,start_cont,MyPage,1643056483,1,0,0
hikvixuh,15,ck0a1yo2,3,start_cont,MyPage,1643056483,1,0,0
hikvixuh,9,4f2j4znn,34,captcha_quiz_a,Transcribe,1643056484,15,0,0
hikvixuh,17,4h3hpeg8,5,start_cont,comprehension_test,1643056487,1,0,0
hikvixuh,11,haot0ifr,28,captcha_quiz_a,Transcribe,1643056489,12,0,0
hikvixuh,16,inqen719,4,start_cont,effort,1643056489,1,0,0
hikvixuh,9,4f2j4znn,36,captcha_quiz_a,Transcribe,1643056489,16,0,0
hikvixuh,10,a6tv4yc9,4,start_cont,effort,1643056491,1,0,0
hikvixuh,11,haot0ifr,30,captcha_quiz_a,Transcribe,1643056494,13,0,0
hikvixuh,13,m4zsf2pd,4,start_cont,effort,1643056494,1,0,0
hikvixuh,15,ck0a1yo2,4,start_cont,effort,1643056495,1,0,0
hikvixuh,11,haot0ifr,32,captcha_quiz_a,Transcribe,1643056497,14,0,0
hikvixuh,9,4f2j4znn,38,captcha_quiz_a,Transcribe,1643056498,17,0,0
hikvixuh,17,4h3hpeg8,6,captcha_quiz_a,Transcribe,1643056499,1,0,0
hikvixuh,11,haot0ifr,34,captcha_quiz_a,Transcribe,1643056501,15,0,0
hikvixuh,16,inqen719,5,start_cont,comprehension_test,1643056503,1,0,0
hikvixuh,17,4h3hpeg8,8,captcha_quiz_a,Transcribe,1643056504,2,0,0
hikvixuh,9,4f2j4znn,40,captcha_quiz_a,Transcribe,1643056505,18,0,0
hikvixuh,11,haot0ifr,36,captcha_quiz_a,Transcribe,1643056505,16,0,0
hikvixuh,11,haot0ifr,38,captcha_quiz_a,Transcribe,1643056508,17,0,0
hikvixuh,17,4h3hpeg8,10,captcha_quiz_a,Transcribe,1643056509,3,0,0
hikvixuh,10,a6tv4yc9,5,start_cont,comprehension_test,1643056510,1,0,0
hikvixuh,9,4f2j4znn,42,captcha_quiz_a,Transcribe,1643056510,19,0,0
hikvixuh,8,qsnw5xbp,46,captcha_quiz_a,Transcribe,1643056511,21,0,0
hikvixuh,11,haot0ifr,40,captcha_quiz_a,Transcribe,1643056512,18,0,0
hikvixuh,17,4h3hpeg8,12,captcha_quiz_a,Transcribe,1643056513,4,0,0
hikvixuh,12,garvooob,5,start_cont,comprehension_test,1643056514,1,0,0
hikvixuh,9,4f2j4znn,44,captcha_quiz_a,Transcribe,1643056515,20,0,0
hikvixuh,16,inqen719,6,captcha_quiz_a,Transcribe,1643056515,1,0,0
hikvixuh,17,4h3hpeg8,14,captcha_quiz_a,Transcribe,1643056516,5,0,0
hikvixuh,8,qsnw5xbp,48,captcha_quiz_a,Transcribe,1643056516,22,0,0
hikvixuh,11,haot0ifr,42,captcha_quiz_a,Transcribe,1643056517,19,0,0
hikvixuh,13,m4zsf2pd,5,start_cont,comprehension_test,1643056519,1,0,0
hikvixuh,9,4f2j4znn,46,captcha_quiz_a,Transcribe,1643056519,21,0,0
